Total Sales;$8.762.912;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Total Profit;$1.294.794;;;04.11.2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Total Transactions;$6.227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date;Store Name;Region;Note;Store Type;Product Name;Product Category;Units Sold;Revenue;Profit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TREEMAP;;;
01.01.2020;Beverly Hills;Los Angeles;;Residential;Action Figure;Toys;63;$1.007;$378;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Region;Store;Product Category;Revenue
01.04.2021;O'Hare;Chicago;;Airport;PlayDoh Toolkit;Art & Crafts;13;$65;$13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;O'Hare;Chicago;;Airport;Plush Pony;Toys;9;$180;$99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;O'Hare;Chicago;;Airport;Rubik's Cube;Games;48;$960;$96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;O'Hare;Chicago;;Airport;Splash Balls;Sports & Outdoors;178;$1.600;$178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;O'Hare;Chicago;;Airport;Water Gun;Sports & Outdoors;41;$615;$123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;O'Hare;Chicago;;Airport;Teddy Bear;Toys;11;$143;$22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;O'Hare;Chicago;;Airport;Toy Robot;Electronics;29;$754;$145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;JFK;New York;;Airport;Action Figure;Toys;86;$1.375;$516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;JFK;New York;;Airport;Animal Figures;Toys;25;$325;$75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;JFK;New York;;Airport;Barrel O' Slime;Art & Crafts;56;$223;$112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;JFK;New York;;Airport;Chutes & Ladders;Games;10;$130;$30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;JFK;New York;;Airport;Classic Dominoes;Games;3;$30;$6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;JFK;New York;;Airport;Colorbuds;Electronics;67;$1.004;$536;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;JFK;New York;;Airport;Deck Of Cards;Games;190;$1.328;$570;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;JFK;New York;;Airport;Dino Egg;Toys;61;$670;$61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;JFK;New York;;Airport;Dinosaur Figures;Toys;3;$45;$12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;JFK;New York;;Airport;Disk Launcher;Sports & Outdoors;7;$84;$21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;JFK;New York;;Airport;Gamer Headset;Electronics;23;$483;$138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;JFK;New York;;Airport;Glass Marbles;Games;873;$9.594;$4.365;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;JFK;New York;;Airport;Hot Wheels Pack;Toys;10;$60;$20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;JFK;New York;;Airport;Kids Makeup Kit;Art & Crafts;43;$860;$258;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;JFK;New York;;Airport;Lego Bricks;Toys;117;$4.679;$585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;JFK;New York;;Airport;Magic Sand;Art & Crafts;61;$975;$122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;JFK;New York;;Airport;Mr. Potatohead;Toys;21;$210;$105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;JFK;New York;;Airport;Nerf Gun;Sports & Outdoors;41;$820;$205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;JFK;New York;;Airport;PlayDoh Can;Art & Crafts;230;$688;$230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;JFK;New York;;Airport;PlayDoh Playset;Art & Crafts;17;$425;$68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;JFK;New York;;Airport;PlayDoh Toolkit;Art & Crafts;41;$205;$41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;JFK;New York;;Airport;Plush Pony;Toys;12;$240;$132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;JFK;New York;;Airport;Splash Balls;Sports & Outdoors;76;$683;$76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;JFK;New York;;Airport;Water Gun;Sports & Outdoors;8;$120;$24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Lincoln Park;Chicago;;Residential;Action Figure;Toys;11;$176;$66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Lincoln Park;Chicago;;Residential;Animal Figures;Toys;63;$818;$189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Lincoln Park;Chicago;;Residential;Barrel O' Slime;Art & Crafts;355;$1.416;$710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Lincoln Park;Chicago;;Residential;Colorbuds;Electronics;87;$1.304;$696;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Lincoln Park;Chicago;;Residential;Dart Gun;Sports & Outdoors;25;$400;$100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Lincoln Park;Chicago;;Residential;Deck Of Cards;Games;93;$650;$279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Lincoln Park;Chicago;;Residential;Dino Egg;Toys;106;$1.165;$106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Lincoln Park;Chicago;;Residential;Dinosaur Figures;Toys;27;$405;$108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Lincoln Park;Chicago;;Residential;Etch A Sketch;Art & Crafts;10;$210;$100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Lincoln Park;Chicago;;Residential;Disk Launcher;Sports & Outdoors;58;$695;$174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Lincoln Park;Chicago;;Residential;Glass Marbles;Games;67;$736;$335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Lincoln Park;Chicago;;Residential;Hot Wheels Pack;Toys;17;$102;$34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Lincoln Park;Chicago;;Residential;Jenga;Games;28;$280;$196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Lincoln Park;Chicago;;Residential;Kids Makeup Kit;Art & Crafts;188;$3.758;$1.128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Lincoln Park;Chicago;;Residential;Lego Bricks;Toys;95;$3.799;$475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Lincoln Park;Chicago;;Residential;Magic Sand;Art & Crafts;117;$1.871;$234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Lincoln Park;Chicago;;Residential;Mini Ping Pong;Sports & Outdoors;161;$1.608;$483;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Lincoln Park;Chicago;;Residential;Monopoly;Games;12;$240;$72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Lincoln Park;Chicago;;Residential;Mr. Potatohead;Toys;7;$70;$35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Lincoln Park;Chicago;;Residential;Nerf Gun;Sports & Outdoors;65;$1.299;$325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Lincoln Park;Chicago;;Residential;PlayDoh Can;Art & Crafts;273;$816;$273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Lincoln Park;Chicago;;Residential;PlayDoh Playset;Art & Crafts;19;$475;$76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Lincoln Park;Chicago;;Residential;PlayDoh Toolkit;Art & Crafts;27;$135;$27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Lincoln Park;Chicago;;Residential;Plush Pony;Toys;25;$500;$275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Lincoln Park;Chicago;;Residential;Rubik's Cube;Games;73;$1.459;$146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Lincoln Park;Chicago;;Residential;Splash Balls;Sports & Outdoors;44;$396;$44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Lincoln Park;Chicago;;Residential;Water Gun;Sports & Outdoors;19;$285;$57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Lincoln Park;Chicago;;Residential;Teddy Bear;Toys;8;$104;$16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Lincoln Park;Chicago;;Residential;Toy Robot;Electronics;19;$494;$95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Michigan Ave;Chicago;;Commercial;Action Figure;Toys;103;$1.647;$618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Michigan Ave;Chicago;;Commercial;Animal Figures;Toys;57;$740;$171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Michigan Ave;Chicago;;Commercial;Barrel O' Slime;Art & Crafts;198;$790;$396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Michigan Ave;Chicago;;Commercial;Colorbuds;Electronics;64;$959;$512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Michigan Ave;Chicago;;Commercial;Dart Gun;Sports & Outdoors;36;$576;$144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Michigan Ave;Chicago;;Commercial;Deck Of Cards;Games;26;$182;$78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Michigan Ave;Chicago;;Commercial;Dino Egg;Toys;77;$846;$77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Michigan Ave;Chicago;;Commercial;Dinosaur Figures;Toys;45;$675;$180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Michigan Ave;Chicago;;Commercial;Etch A Sketch;Art & Crafts;26;$546;$260;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Michigan Ave;Chicago;;Commercial;Disk Launcher;Sports & Outdoors;9;$108;$27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Michigan Ave;Chicago;;Commercial;Gamer Headset;Electronics;33;$693;$198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Michigan Ave;Chicago;;Commercial;Glass Marbles;Games;20;$220;$100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Michigan Ave;Chicago;;Commercial;Hot Wheels Pack;Toys;48;$288;$96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Michigan Ave;Chicago;;Commercial;Kids Makeup Kit;Art & Crafts;12;$240;$72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Michigan Ave;Chicago;;Commercial;Lego Bricks;Toys;66;$2.639;$330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Michigan Ave;Chicago;;Commercial;Magic Sand;Art & Crafts;83;$1.327;$166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Michigan Ave;Chicago;;Commercial;Mini Ping Pong;Sports & Outdoors;38;$380;$114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Michigan Ave;Chicago;;Commercial;Mr. Potatohead;Toys;34;$340;$170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Michigan Ave;Chicago;;Commercial;Nerf Gun;Sports & Outdoors;76;$1.519;$380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Michigan Ave;Chicago;;Commercial;PlayDoh Can;Art & Crafts;108;$323;$108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Michigan Ave;Chicago;;Commercial;PlayDoh Playset;Art & Crafts;13;$325;$52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Michigan Ave;Chicago;;Commercial;PlayDoh Toolkit;Art & Crafts;9;$45;$9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Michigan Ave;Chicago;;Commercial;Rubik's Cube;Games;161;$3.218;$322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Michigan Ave;Chicago;;Commercial;Splash Balls;Sports & Outdoors;2;$18;$2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Michigan Ave;Chicago;;Commercial;Toy Robot;Electronics;21;$546;$105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Fifth Avenue;New York;;Commercial;Action Figure;Toys;47;$752;$282;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Fifth Avenue;New York;;Commercial;Animal Figures;Toys;52;$675;$156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Fifth Avenue;New York;;Commercial;Barrel O' Slime;Art & Crafts;71;$283;$142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Fifth Avenue;New York;;Commercial;Colorbuds;Electronics;23;$345;$184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Fifth Avenue;New York;;Commercial;Dart Gun;Sports & Outdoors;10;$160;$40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Fifth Avenue;New York;;Commercial;Deck Of Cards;Games;18;$126;$54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Fifth Avenue;New York;;Commercial;Dino Egg;Toys;14;$154;$14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Fifth Avenue;New York;;Commercial;Etch A Sketch;Art & Crafts;36;$756;$360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Fifth Avenue;New York;;Commercial;Disk Launcher;Sports & Outdoors;52;$623;$156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Fifth Avenue;New York;;Commercial;Gamer Headset;Electronics;19;$399;$114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Fifth Avenue;New York;;Commercial;Glass Marbles;Games;82;$901;$410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Fifth Avenue;New York;;Commercial;Hot Wheels Pack;Toys;12;$72;$24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Fifth Avenue;New York;;Commercial;Jenga;Games;12;$120;$84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Fifth Avenue;New York;;Commercial;Kids Makeup Kit;Art & Crafts;24;$480;$144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Fifth Avenue;New York;;Commercial;Lego Bricks;Toys;99;$3.959;$495;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Fifth Avenue;New York;;Commercial;Magic Sand;Art & Crafts;113;$1.807;$226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Fifth Avenue;New York;;Commercial;Mr. Potatohead;Toys;4;$40;$20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Fifth Avenue;New York;;Commercial;Nerf Gun;Sports & Outdoors;106;$2.119;$530;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Fifth Avenue;New York;;Commercial;PlayDoh Can;Art & Crafts;35;$105;$35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Fifth Avenue;New York;;Commercial;PlayDoh Toolkit;Art & Crafts;7;$35;$7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Fifth Avenue;New York;;Commercial;Plush Pony;Toys;11;$220;$121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Fifth Avenue;New York;;Commercial;Rubik's Cube;Games;5;$100;$10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Fifth Avenue;New York;;Commercial;Splash Balls;Sports & Outdoors;259;$2.328;$259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Fifth Avenue;New York;;Commercial;Water Gun;Sports & Outdoors;23;$345;$69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;Fifth Avenue;New York;;Commercial;Toy Robot;Electronics;33;$858;$165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2021;Beverly Hills;Los Angeles;;Residential;Action Figure;Toys;79;$1.263;$474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.05.2021;Beverly Hills;Los Angeles;;Residential;Animal Figures;Toys;19;$247;$57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.05.2021;Beverly Hills;Los Angeles;;Residential;Barrel O' Slime;Art & Crafts;81;$323;$162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.05.2021;Beverly Hills;Los Angeles;;Residential;Colorbuds;Electronics;47;$705;$376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.05.2021;Beverly Hills;Los Angeles;;Residential;Dart Gun;Sports & Outdoors;12;$192;$48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.05.2021;Beverly Hills;Los Angeles;;Residential;Deck Of Cards;Games;132;$923;$396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.05.2021;Beverly Hills;Los Angeles;;Residential;Dino Egg;Toys;89;$978;$89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.05.2021;Beverly Hills;Los Angeles;;Residential;Dinosaur Figures;Toys;28;$420;$112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.05.2021;Beverly Hills;Los Angeles;;Residential;Etch A Sketch;Art & Crafts;103;$2.162;$1.030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.05.2021;Beverly Hills;Los Angeles;;Residential;Disk Launcher;Sports & Outdoors;4;$48;$12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.05.2021;Beverly Hills;Los Angeles;;Residential;Gamer Headset;Electronics;27;$567;$162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.05.2021;Beverly Hills;Los Angeles;;Residential;Glass Marbles;Games;40;$440;$200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.05.2021;Beverly Hills;Los Angeles;;Residential;Hot Wheels Pack;Toys;16;$96;$32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.05.2021;Beverly Hills;Los Angeles;;Residential;Lego Bricks;Toys;82;$3.279;$410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.05.2021;Beverly Hills;Los Angeles;;Residential;Magic Sand;Art & Crafts;223;$3.566;$446;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.05.2021;Beverly Hills;Los Angeles;;Residential;Mini Ping Pong;Sports & Outdoors;40;$400;$120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.05.2021;Beverly Hills;Los Angeles;;Residential;Mr. Potatohead;Toys;65;$649;$325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.05.2021;Beverly Hills;Los Angeles;;Residential;Nerf Gun;Sports & Outdoors;15;$300;$75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.05.2021;Beverly Hills;Los Angeles;;Residential;PlayDoh Can;Art & Crafts;215;$643;$215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.05.2021;Beverly Hills;Los Angeles;;Residential;PlayDoh Playset;Art & Crafts;14;$350;$56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.05.2021;Beverly Hills;Los Angeles;;Residential;PlayDoh Toolkit;Art & Crafts;8;$40;$8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.05.2021;Beverly Hills;Los Angeles;;Residential;Rubik's Cube;Games;26;$520;$52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.05.2021;Beverly Hills;Los Angeles;;Residential;Splash Balls;Sports & Outdoors;57;$512;$57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.05.2021;Beverly Hills;Los Angeles;;Residential;Teddy Bear;Toys;38;$494;$76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.05.2021;Beverly Hills;Los Angeles;;Residential;Uno Card Game;Games;14;$112;$56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.05.2021;Hollywood;Los Angeles;;Commercial;Action Figure;Toys;104;$1.663;$624;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.05.2021;Hollywood;Los Angeles;;Commercial;Animal Figures;Toys;64;$831;$192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.05.2021;Hollywood;Los Angeles;;Commercial;Barrel O' Slime;Art & Crafts;221;$882;$442;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.05.2021;Hollywood;Los Angeles;;Commercial;Colorbuds;Electronics;47;$705;$376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.05.2021;Hollywood;Los Angeles;;Commercial;Dart Gun;Sports & Outdoors;37;$592;$148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.2021;Hollywood;Los Angeles;;Commercial;Deck Of Cards;Games;94;$657;$282;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2021;Hollywood;Los Angeles;;Commercial;Dino Egg;Toys;96;$1.055;$96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2021;Hollywood;Los Angeles;;Commercial;Dinosaur Figures;Toys;26;$390;$104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2021;Hollywood;Los Angeles;;Commercial;Etch A Sketch;Art & Crafts;34;$714;$340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2021;Hollywood;Los Angeles;;Commercial;Disk Launcher;Sports & Outdoors;45;$540;$135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2021;Hollywood;Los Angeles;;Commercial;Gamer Headset;Electronics;69;$1.448;$414;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2021;Hollywood;Los Angeles;;Commercial;Glass Marbles;Games;32;$352;$160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2021;Hollywood;Los Angeles;;Commercial;Hot Wheels Pack;Toys;12;$72;$24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2021;Hollywood;Los Angeles;;Commercial;Jenga;Games;12;$120;$84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2021;Hollywood;Los Angeles;;Commercial;Kids Makeup Kit;Art & Crafts;22;$440;$132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2021;Hollywood;Los Angeles;;Commercial;Lego Bricks;Toys;22;$880;$110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2021;Hollywood;Los Angeles;;Commercial;Magic Sand;Art & Crafts;153;$2.446;$306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2021;Hollywood;Los Angeles;;Commercial;Mr. Potatohead;Toys;23;$230;$115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
